"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13"
PPARD,5.781027988,6.517677294,7.162143662,6.505030952,6.543797379,7.045189281,6.335105899,5.80008421,6.937351989,7.494222499,9.971757775,9.07469433,7.326743276
ITIH4,2.304018117,2.304018117,2.304018117,2.304018117,2.304018117,2.304018117,2.304018117,3.139348653,2.304018117,2.304018117,5.502307626,3.967635366,4.205332711
BNIP1,7.090990114,6.003039609,5.462861998,5.859472053,5.539053795,7.903710325,6.304916876,7.107393035,6.188813842,5.415557063,5.081363482,4.182037464,4.532249123
ZNF133,7.784894334,6.745137016,6.942415562,6.990444885,6.577917232,6.94929434,6.894879644,6.179285743,5.952554383,5.88967457,6.864491338,6.258111987,5.927927765
PPM1F,6.710947519,6.780562775,6.972199891,7.069819011,7.303054629,5.328137957,6.124202902,6.118197424,6.019225928,5.813477036,5.868569927,5.312779533,5.868129935
MRC2,6.274825738,6.040279325,4.755545549,6.699522248,8.196322046,6.397816391,6.679450274,5.923063988,7.897831261,7.551792054,8.616109548,8.871819529,7.52526985
CCHCR1,4.864580114,4.03080147,5.438044581,5.898320522,5.093626796,3.226792359,5.701347329,5.753137478,6.087531746,5.734847288,5.628847024,6.248377602,6.19509953
CCHCR1,4.004952303,4.072217513,4.083082912,4.426672273,3.937948686,3.896665166,3.802214643,4.01202295,3.849439905,3.896665166,3.801410313,3.853605121,3.736508117
SF3A2,3.232165976,3.225012114,3.235531178,3.235531178,2.88267749,4.937305398,3.232165976,3.403899131,3.235531178,4.028592323,4.960259593,3.601262579,3.232165976
HSD17B6,4.272969285,3.110567314,2.713002456,4.357625366,2.689867575,2.713002456,3.239037943,2.713002456,2.709738886,2.523562875,2.427704016,2.662219531,2.713002456
BBS9,7.440021241,8.53249386,9.277652837,8.017178716,6.461592041,7.730636249,7.540318786,7.9815839,8.204220921,8.452971625,7.629989098,8.127143739,8.02795856
ARHGAP19,7.302127924,6.435649101,5.499072073,6.900648842,7.389532743,6.027715722,6.382618533,6.899585137,6.518264644,5.953255199,4.207282642,5.327943951,6.460578472
COL11A1,2.314930961,2.342244436,2.271321134,2.357675673,3.04177426,2.280406103,2.338396289,2.274455808,4.158181472,6.03149235,4.792862195,7.190816829,5.591773118
PREP,6.132482717,7.815781694,7.612331952,7.337298181,7.265955916,7.313157031,6.849742043,6.419997244,6.898511067,7.421560459,5.082369781,6.498488891,6.221405446
PARVB,3.188129389,5.124014793,3.416036585,4.979603193,3.238795514,2.746768334,3.642969849,3.233494547,4.041685959,3.347245837,4.796353386,3.322861135,3.600897841
EPOR,2.505386407,2.530801274,2.802170557,3.313841869,4.357722714,2.542189933,2.461549418,2.476487501,2.639565952,2.383896506,2.334348789,2.731388068,3.172943183
HBEGF,5.503191547,4.055559808,4.28582481,4.591026818,4.94644545,5.480199341,4.540530912,3.914906853,4.962408386,5.570299808,6.687275273,6.88950446,4.393863481
FAM3A,4.573657478,4.649566541,5.778068145,4.755682472,5.888486001,5.098139851,4.990336093,4.370297081,5.624044618,6.341634438,5.677030639,5.348531682,4.965812591
ARHGAP25,4.958326619,4.38787142,2.475731473,4.123869103,5.188862855,2.960489436,2.531926958,2.531926958,3.77164286,3.30624151,2.564893249,2.56552368,3.128033655
DOM3Z,8.298430436,7.10066518,9.520927521,7.456466507,7.079830929,8.558982235,8.593076734,8.787874601,8.310184353,8.144071487,8.402769561,8.054923019,7.169065515
BTN3A3,9.331839825,8.936903709,6.712009896,8.933156924,8.851198136,8.750604699,9.925113746,10.07796294,8.073159849,6.794216045,6.077451156,6.404190552,7.808218495
HIP1R,5.060055624,5.082515201,4.232093604,6.714883491,4.94790363,5.60281878,7.518557686,6.731216701,7.180801134,6.940825673,6.239799118,7.273570317,6.012546235
STAB1,5.522193442,3.548794795,4.425964531,3.986511224,4.031147427,3.922961594,3.836324518,3.41414973,3.922961594,3.922961594,4.904531105,4.672725703,6.486830193
PLXND1,6.860488348,7.504128508,8.822969702,8.055289929,9.573466664,5.919539564,6.199329853,4.764405076,4.576031427,4.950767657,4.950767657,5.241549011,5.690928002
SFTPC,2.57635153,2.539466831,2.57357698,2.581898716,2.565260295,2.57754035,3.833872909,5.484696449,3.680068726,3.115548078,2.561182643,2.546642216,3.450163343
OTUB1,4.062978052,5.308712734,5.053383178,5.024390772,3.700572525,5.02925278,4.566387028,5.136766348,5.553302384,5.06255413,5.584555527,4.903613953,4.015170825
SOX13,2.805170879,3.352026363,4.260199054,3.373466883,4.493470462,4.314224673,2.805170879,2.681924591,2.805170879,2.805170879,2.805170879,2.815498318,2.805170879
AQP3,4.59048815,4.592368148,3.255574794,3.860455446,5.255282494,3.416826603,4.888689559,4.429102857,5.340873323,6.513165692,6.736355767,5.713113999,4.497531831
WNK1,2.672408677,2.795063731,3.373412289,2.683084744,5.773111445,2.60365447,3.485319574,2.678858754,2.666982129,2.795063731,4.036741013,5.948405311,6.326456315
IL1B,5.22059601,2.924817818,4.917914456,2.347514073,2.960856639,2.448585862,2.347514073,2.347514073,2.448585862,2.448585862,3.470292123,6.402565491,2.448585862
NPAS2,2.31293917,4.519552768,5.018221653,4.774638737,2.819778907,4.16849593,2.830118215,2.830118215,2.999375787,2.321531715,3.560311404,2.835922079,4.282182461
NPAS2,4.472351002,8.057264748,8.37209721,7.886676668,5.678121566,7.297104351,6.688130333,6.711018616,5.993727629,6.269010897,7.252381315,6.943229151,8.502813405
PCNXL2,6.921300593,7.33474277,7.512488776,7.156651343,6.516539977,6.47526726,7.053564247,6.848911442,6.629811097,7.16800319,8.999376581,8.509527271,7.827760872
C6orf108,7.222402343,5.84781637,5.268507077,6.64904405,6.379869278,6.280926092,6.64763085,5.603596182,7.705684353,7.591171128,6.612029499,6.351264569,6.301540209
CSPG5,5.286438851,6.68756272,6.520155715,8.249574901,6.876907526,5.574415472,5.613527385,4.783492687,6.385275304,6.519270011,5.550371464,6.688855342,5.15199967
MAST4,7.526073687,6.903932788,8.015452089,7.14889481,6.815346172,7.575510111,8.272531891,8.693736634,7.618167795,8.030252205,9.121563805,8.015423363,7.428713458
CELSR3,6.935935941,7.361323207,8.731165221,7.278178439,7.456781384,7.919470156,8.04494084,7.762717443,7.349869593,8.154802918,8.910273487,8.999177173,8.726781018
APBB2,5.834447525,6.86632866,6.059040224,6.496783162,5.414079152,6.899072716,5.543363108,5.281893608,6.10684868,5.631871886,4.958505476,5.734095447,6.638171518
SH2B1,5.379742588,5.68052779,6.780918473,6.027971283,6.127657113,5.674988766,5.565749471,6.000826731,6.21993097,6.003748253,6.379713462,6.709223873,6.004239318
DDX28,7.617593671,6.758535537,6.596160979,7.287386334,6.761180462,6.426471199,6.109023169,6.163055986,5.780855951,5.585506503,5.538320272,4.571556175,4.20210337
SPHK2,5.662412658,5.603737167,5.647878828,5.708682336,4.639440547,6.968100243,5.43336513,5.817945301,5.775221466,4.905118074,3.722865464,4.724937983,5.440632449
STK10,5.974965151,7.304693447,6.173904736,6.88179057,6.606800038,4.721225058,5.28154507,5.683332229,5.433065556,4.555261422,6.776761957,5.635181594,5.195693934
LPCAT4,5.314612042,6.106543391,6.316930488,6.209492588,5.121588826,5.238106418,5.931735455,6.421612396,6.488456287,5.450752611,6.53756214,5.41379289,5.466662285
TBX2,4.406695256,3.821002953,4.600787693,5.093133206,6.649779399,4.161880648,4.426701274,4.098106884,3.03435864,3.15970688,4.318325266,3.499918909,3.167497741
DOPEY1,5.545043448,4.638643977,6.164841895,5.179338214,5.400242861,5.787996666,6.083572381,5.871517894,5.570956318,6.187943689,6.362300169,6.513608069,5.74860749
FMO3,6.09355587,2.719578234,2.244189075,4.141185285,7.124290561,4.656357791,2.252193341,4.333427665,2.244189075,2.816010188,3.551474258,2.826190684,6.502051733
GJA4,3.815207023,3.590005799,3.447558908,5.446170913,7.155000991,3.902346925,4.074745413,4.01788758,2.436353056,2.240090673,3.218721273,2.664954935,2.240620979
TLE2,3.064401765,3.704352644,2.899398544,3.69918119,4.650674358,3.743774659,3.765558382,3.803825722,5.45372743,5.326533869,5.04613916,6.570242731,6.48924812
TEAD4,2.243040876,2.243040876,2.243040876,2.414275375,3.423868075,2.243040876,2.243040876,2.243040876,2.243040876,2.243040876,5.60512211,2.56918225,2.243040876
C9orf16,7.243503117,7.622030939,7.427706225,7.708933816,7.648569926,6.282066989,6.347236348,6.867457544,7.958408245,7.478036114,7.384751796,6.240847654,4.790749957
ZNF500,5.464130641,4.877398154,5.374665416,4.955261866,5.450345161,5.040933867,4.82627829,4.37356679,5.132224177,4.701211611,4.999515007,4.347047139,5.480180289
MBD3,6.803018608,7.300013636,7.94035198,7.162411038,7.031412274,8.459357195,7.100840039,6.670036066,7.973917552,8.195868126,8.682999313,7.915152124,7.588775834
SEPT9,8.25007366,9.741250816,8.958634218,9.66529191,9.791261573,9.034408281,8.650098312,9.357273981,9.753995242,9.115878909,10.26439414,9.291872275,9.588265219
KDM6B,5.351809019,5.166641683,6.263114224,5.011877185,3.90202691,5.277377105,4.943794112,4.261175652,5.06806372,4.726967768,8.453721944,8.026177485,5.425482508
KDM6B,4.788902799,4.060867191,4.942988982,4.481903129,3.894517097,4.794547292,4.758958531,4.486493294,4.519728673,4.725705337,7.222210315,7.250105904,4.802467506
BRAP,8.499049861,8.620920432,8.779115934,8.859120616,8.127088707,9.00392005,8.630339475,8.30691089,8.476748417,8.591590361,8.119842663,7.362742463,8.220536524
PPP1R16B,5.719440674,8.414770356,6.175173083,8.514799998,9.314712792,6.202191886,5.81372083,5.659255213,5.144073454,4.864112697,4.537387625,4.241453027,4.78774376
SASH1,4.497851043,3.41290294,3.617029141,5.052558814,7.474841896,4.534974519,4.975989381,5.650234839,5.243875491,5.183137685,5.947237463,5.992761022,5.821355036
CELSR1,2.382864796,2.691178197,2.240090673,2.601367987,5.019558351,2.350752928,2.399302674,2.480186621,5.966144506,4.93960322,4.41482887,7.052766504,5.224517673
PGAP2,5.457259058,5.608062186,5.069388222,5.72889253,5.7761011,6.315457848,6.764376796,6.527103629,7.027374623,7.131728715,6.726425833,7.627944265,7.04315177
CCHCR1,4.198968846,3.810181951,4.198968846,4.302392128,4.152941329,2.240090673,4.198968846,4.18531625,4.198968846,3.628983022,3.845974048,4.249411861,4.211296287
ACACB,7.729160524,7.282466368,7.721345664,7.781969606,8.072078848,6.841636252,8.827321816,8.394878344,7.893997983,7.363384806,8.390700075,8.094043297,7.940058803
ARRB1,3.36329595,2.41089438,2.386394815,2.413615919,3.733934703,2.394370181,2.409178714,2.714640962,2.549593814,2.240090673,2.409178714,2.293489589,2.394370181
MED16,7.736361787,8.26277748,8.100160615,8.35225838,7.285253185,9.079494927,7.383824037,6.365668747,8.01042435,9.051723871,9.480579946,8.547033748,7.834563231
C12orf52,6.666636063,7.080581148,6.595541097,7.399566963,6.658640989,6.356958509,6.483680198,6.442506113,6.878709082,5.581656548,5.979946566,4.03965844,4.944889734
VPS33B,9.711590184,8.350456977,9.128130038,8.586165384,7.494874942,7.893072306,7.948653937,8.568420653,7.768927718,8.088460364,8.42184437,7.678540739,7.395334969
ADCK2,7.142438717,6.916352111,6.554996803,7.231177341,7.10182636,8.526015576,7.713746654,7.310957709,8.154667565,6.896514645,6.211983801,5.249250701,7.097907976
G6PC3,10.49452233,10.94656832,11.31040927,10.72926434,9.952831633,9.822567299,9.883099061,10.13450837,10.30957724,10.18690358,10.36976141,9.681124475,8.45289891
HEY1,6.738797263,10.13661846,10.12484688,9.979216942,9.403863197,9.726316003,7.772696385,8.408490605,11.01076063,11.0385433,9.04195167,10.72442143,10.08462639
KIAA0226L,4.960600612,2.402331046,2.30808132,2.422649998,3.310995793,2.567508154,2.245979011,2.405592344,2.549075883,2.408606394,4.339562934,3.337911088,4.190057296
ABHD6,8.564528224,7.550185721,8.098403636,7.886868427,8.492850431,6.38936716,8.799051541,7.438238639,8.723048021,8.765419171,8.850327655,8.682488003,8.445389641
GINS3,4.459003838,3.277023459,4.203167371,4.368642949,4.298566557,3.260207701,2.945650167,2.891089872,3.78791366,3.552057533,2.931301007,2.911895276,3.500351285
KCTD13,6.236858766,7.00555076,7.527263369,6.309518822,5.672386039,5.3175553,5.939279483,5.426817642,6.065682572,6.487439239,6.246157015,5.736249269,5.085175136
HCFC1R1,8.077957169,7.780631322,9.814815305,8.845913681,8.374928814,8.984823813,8.172554104,8.75065175,9.364134497,9.983384658,9.914012122,9.011621439,7.470013447
FAM65A,7.33156095,6.847891562,7.299713741,7.220279238,7.274396176,6.506850274,6.76016718,6.637519796,7.614860758,6.761121364,8.220282933,7.156160554,7.13481966
LMF1,3.350233612,2.518629122,3.742480528,3.347522478,4.980988718,3.712754903,3.709744152,3.327063112,4.683692221,5.049246714,4.4972826,4.510178133,3.036630442
PRR5,7.914401878,8.150365534,8.682161008,8.093415071,7.274567417,2.603172837,5.991232039,5.010738563,6.217915233,6.660005155,6.940786792,6.551502022,5.383586046
C9orf156,6.985117569,7.014047835,6.30656953,6.750437059,6.838037176,7.482580548,6.325996018,6.664717943,5.94290031,6.109092654,4.778100703,4.839463288,5.921526372
LZTS1,3.339780269,2.652034075,3.113068463,3.356615281,3.798382283,6.838088518,3.636299848,3.706122877,2.657108009,2.914187459,5.371518869,3.09714194,3.09714194
DFNB31,4.612015108,6.620694093,7.696883091,5.371227645,4.52148216,6.626681719,5.934515199,5.673027178,6.106383412,6.489809953,6.770175503,7.420710112,6.459774121
FBXO42,4.737474303,5.883566193,5.632589807,5.765261482,4.762903188,5.655697102,5.732262104,5.422737236,5.334789527,4.884930008,6.691753516,5.988590955,6.560272531
C5orf4,7.963227815,8.314289042,7.94518167,8.062631606,7.503027916,7.679601152,7.234876106,7.836828385,8.382636971,7.751001225,7.060457463,8.018837058,7.779853273
TNIP2,6.552768846,7.112241698,7.239333948,7.42324024,7.197636072,6.58220017,6.798269579,6.744132038,7.376825358,7.123893738,9.022826687,7.533607647,7.637722675
DHFR,8.707081081,9.318924388,8.748781046,9.815724914,9.336178471,9.140011969,9.313446231,10.51941395,9.692045343,8.169377971,7.876710789,7.07818365,8.822867319
ING4,6.890425057,7.332522155,7.268093221,7.087915855,7.348930895,6.635936019,7.502460949,7.266357158,6.732893093,6.352277742,4.474485653,6.986856711,6.983924687
PPME1,6.528887507,6.549715207,7.144353148,6.573575133,6.304686238,7.59237016,6.745015889,6.626069091,7.434657004,7.617485209,8.440807234,7.93595458,7.117720686
RASSF4,6.376910802,7.412822837,6.814824104,7.200494416,6.552782238,7.049195368,6.517097529,5.729415741,6.51314961,5.955148242,5.452374883,7.026272591,6.357298906
ACACB,8.139441782,7.53163774,8.170243392,8.061158464,8.120360246,7.019929726,9.120442521,8.757133453,8.055450392,7.504432751,8.795933523,8.315555977,8.279938739
MMP24,8.80317586,7.640915639,8.626039798,7.742277973,6.197322753,8.405246649,7.804036124,7.86499893,7.505469494,8.507910264,8.218059337,7.528961774,6.660012674
PEX16,6.74526081,6.405234737,6.712389927,6.753895432,7.107608714,7.383599968,7.931048482,8.421702664,7.764501962,7.752592267,7.336975343,6.643218159,6.655694069
TFEB,6.869849028,4.994697588,6.815908578,6.781904389,6.774192226,7.372145847,8.178767902,6.161419895,7.939475732,9.428549666,8.030114553,8.665978618,8.507007929
RAB26,4.556233834,4.957495511,6.243287539,5.946858551,4.603615616,4.434703923,6.853196729,6.954290886,7.345412867,7.509244374,8.354454013,8.427709733,5.350039903
PIGV,7.927720201,8.712109411,9.022303589,9.145816016,7.776038998,8.755880632,9.03057113,9.661128232,9.408575647,8.474010181,7.115111322,7.450896761,8.611792826
FAM174B,7.35407153,7.425008607,7.853180927,7.287142857,6.602043272,8.266109655,7.729546433,7.256400437,7.791109463,8.093055648,7.890553553,7.611308802,7.871255224
MED27,8.773521984,8.715837084,8.419604014,8.792099613,8.500940123,9.637135381,8.578453878,8.517005219,8.470852954,8.202754879,8.703855786,7.28144108,6.907384081
SSH3,4.408920943,4.065468619,4.214208193,4.201100279,4.205817535,4.039037712,4.40941022,3.952083956,5.562150718,5.319728827,5.709938843,4.776984431,4.777397112
C19orf60,8.614037843,8.51073717,7.713983343,8.778485402,8.924036079,8.552207793,8.173693555,8.628150223,9.327120178,8.800033147,8.538096364,8.0927084,8.087370964
RBM12B,7.160333959,6.831601443,7.639323045,7.214569904,7.336249279,6.624167536,7.915939623,6.646805003,6.822882041,7.125636691,7.651773114,8.633217267,8.844976489
UBE2D4,5.758619568,5.072953031,5.559700629,5.525973327,5.352231548,5.756700786,5.719266289,5.339215875,5.766448894,6.494123059,5.684091681,5.215775251,5.062927833
C11orf24,5.927006267,5.61833146,5.872610845,5.35905541,5.74136337,8.345371454,6.060552858,6.048121166,5.755233833,5.681878182,6.953523967,6.614490782,5.49558864
CEP76,7.824890876,8.509369816,8.45265807,8.335362616,8.761991829,9.086515362,8.210796622,8.118658508,7.618039139,6.783782649,5.713668271,6.631665157,7.586597948
COL8A2,2.949231749,4.697711758,5.413075797,6.470244491,3.025516429,2.838516333,2.897511344,3.065526833,4.234124199,3.582870716,3.828598099,2.976895222,3.592440977
AMBRA1,6.815649267,6.762907209,7.309940896,6.940919596,7.267069927,7.00707779,7.727450203,7.229483039,7.420887711,7.554337943,8.418022483,7.828909648,7.817235262
KIAA1644,2.512252533,7.774669427,6.807653544,6.824930711,5.355551125,2.702210773,3.345454906,2.654206672,5.443571986,6.128470014,7.384648291,4.457942309,5.126212925
SIGIRR,4.83681485,3.852029694,4.550648814,4.958779389,5.144639522,4.539226776,4.834481003,4.603914152,6.018399705,5.241819175,6.362976004,5.82890882,5.156454009
FAM125B,5.802883048,6.694183969,6.816862794,6.851900107,7.506245399,5.732779594,6.669293611,5.255088216,6.957422913,6.529356788,6.687720102,6.613686082,6.036277856
C17orf101,9.561836111,9.177143796,10.11719958,9.700725508,9.917200463,9.491833752,9.944274553,8.649634833,9.351595264,9.051644552,8.535010218,8.84336955,8.702938097
B4GALT7,7.05179317,6.840173228,6.988891406,6.5734733,6.062035924,8.406512048,6.441970095,7.540305631,6.633531613,7.000111004,6.89531421,6.150753659,6.122359538
DENND2A,6.910425943,8.692266755,8.768453065,8.036019917,7.103067894,8.673732384,7.47497662,7.030856708,8.431495486,7.826946754,7.827672098,7.657380433,6.686668406
HPS4,7.010526428,7.059957731,7.003966836,7.071345885,6.287392615,6.138737598,6.608354753,7.040879158,7.011153984,6.825079653,6.002521877,6.761130658,7.565776198
ZMIZ2,6.119772374,5.915199536,7.014117408,6.208034866,6.726428431,6.317405425,6.746001209,6.132387425,6.86610486,7.049200135,7.951753568,7.80437694,6.195125455
MICALL1,4.716739448,4.386544634,4.59142087,5.108926433,5.511017156,4.322532402,4.819772964,4.246128065,5.208208681,4.815653614,6.088436103,4.803737564,4.695324956
CHPF2,8.743431687,9.429945347,10.47820682,8.933823464,9.943338713,10.53860354,9.314686971,9.058798796,8.955231842,9.387866359,9.583707199,8.525812663,8.558343139
DOCK6,4.960935602,5.361204677,5.79269322,6.686948534,7.533080595,5.072092759,5.991675058,4.929783547,4.797482285,4.834091559,6.641797096,4.787045778,5.225890729
