"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13"
WIPI1,9.320274082,10.2098334,10.3680336,10.06597743,10.41474288,10.20331077,9.389645672,9.334209945,8.738261752,8.751626165,8.735125755,8.853276285,9.187893058
L3MBTL1,2.487861167,2.482857159,4.845365284,2.823443969,3.810982682,2.482857159,3.484103122,2.487861167,2.487861167,2.49349964,5.074832182,5.25298141,4.326868756
NOL7,8.187268849,8.46197263,7.945344456,8.358273871,8.242910294,8.235466641,8.211683709,8.187268849,8.551421997,7.94993189,5.969465858,6.174166086,7.764363796
CLMN,5.213551058,5.079123478,4.016316981,5.707527717,5.75533439,6.605835827,7.188425245,7.298737506,5.988913326,6.176342154,7.002555483,7.513883553,7.231438984
HOXA5,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,4.174326566,8.074541666,2.271839702,2.2787744,2.240090673,2.240090673,2.240090673
GRIK2,4.082509878,3.04203534,4.79199881,4.352594228,5.350480799,3.853734399,6.104168806,4.34244408,5.645292773,7.146238497,7.348225131,7.357929692,6.172020336
DUSP7,6.63395577,5.239976107,6.048974245,5.659775431,7.155255448,6.46532719,5.710225567,5.681043171,5.616642352,6.047838489,6.938618981,5.034767994,6.059090851
PPP2R2B,8.709713678,9.958586909,9.630053635,9.423712683,7.965515119,9.391735104,8.890296379,10.2480481,10.39070093,9.908442116,8.866392154,10.19055009,9.055435742
CD47,11.89108187,12.02619827,12.3655514,11.36550828,10.94863167,12.45060778,11.53317579,11.21149272,11.54634421,11.49434855,11.84371831,11.83338445,12.08757934
ZNF250,5.434364548,5.118575107,5.115117696,5.115117696,4.197992496,5.574405152,5.115117696,5.115117696,4.404825823,5.005368483,4.395116848,4.404467925,5.206319593
METTL21B,5.493795059,5.218332032,3.71200499,4.424960868,3.392438409,4.054129746,4.861580829,4.406599309,5.487799801,2.963893653,3.252679874,3.19978946,4.218488923
NAP1L1,12.39514731,12.25984643,11.45072523,12.47549674,12.49069316,12.08424955,12.39514731,11.90803739,12.04571959,11.7606594,11.51768033,11.57452308,12.57345087
DCBLD2,7.440946288,8.627900395,8.528072857,7.961471877,7.295921883,7.194387087,8.129015382,6.34236605,7.686307159,7.33866323,7.187967909,8.308679597,7.404546784
SAMD14,4.860290155,5.087916789,6.411647396,6.144522355,4.767906179,4.728070464,4.728070464,4.517779868,5.940538766,4.165926214,4.69639141,4.603269617,4.768881234
THY1,8.323743418,9.396300482,10.39419744,8.813963353,8.409358816,9.176417626,8.216944722,8.010935269,6.812128359,6.527066411,6.288028424,6.79331673,6.514768974
COL11A2,3.484330082,3.484330082,3.484330082,3.484330082,3.484330082,3.427673051,3.484330082,3.484330082,4.620654526,4.938318628,5.074691357,6.519643124,4.38330054
C6orf62,10.18457144,10.40949156,5.826876758,10.75348402,10.06102679,10.08195369,10.4169794,10.65564144,9.894981233,8.289569127,6.770095561,5.234817715,8.23019515
PYROXD1,10.08819124,9.970693627,9.778235932,9.702216333,10.01303914,8.637205902,9.341388707,9.278747148,9.046348548,9.190230617,8.119237209,7.651477234,8.122848563
LGR5,2.240090673,2.255072012,2.255072012,2.255072012,2.47843839,7.093062627,4.054369569,7.12830872,2.293768226,2.927388209,2.294904932,2.240090673,3.265632556
TM2D1,4.440397972,4.169261274,4.065171458,4.917799542,4.440397972,5.430243032,4.652780698,4.440397972,4.440397972,4.336203302,4.169925323,5.95412368,6.979644272
TM2D1,10.20867445,10.25176698,10.74076978,10.67110023,10.20013171,9.991829948,11.20655254,10.10566996,10.11008463,10.40210261,9.314226684,10.17584693,10.03270083
POLR2E,7.406212473,7.724560159,4.597337055,7.38816878,7.406212473,8.599968767,6.748520072,7.067525009,6.841628082,6.512037892,6.29516033,4.94729839,5.811914709
TRAF3IP3,5.110081008,2.560168872,2.6719798,2.906890202,2.47305895,2.47305895,2.47305895,2.45094123,2.359640202,2.47305895,2.359640202,2.47305895,2.405272087
TCF4,10.54861503,11.26739257,12.16805887,11.32896369,11.8875846,9.779122396,10.536379,10.28807364,10.41722424,11.02077024,11.14250774,11.84814119,11.36541811
APRT,8.56126627,9.0797867,8.47844021,8.742000346,8.59638111,8.604232722,7.713816031,7.822059573,8.543742156,8.801961531,7.645521888,7.265256745,6.956705291
THSD7A,8.050817015,10.44420105,9.939728288,9.942410514,9.884978741,4.681747944,9.234122232,7.429428862,8.349761527,7.856634147,8.678015436,8.513979563,8.412735038
EMP1,2.240090673,2.240090673,2.334238295,2.240090673,2.241848095,2.240090673,2.240090673,2.240090673,2.269318866,2.310778625,6.56850568,7.280929645,2.243165735
FAM149B1,5.64216531,5.092069952,4.282188339,5.155713819,4.11230381,4.809331652,3.050725587,4.322042909,4.051409795,2.797449242,4.134618599,3.068352656,4.355648962
METAP2,9.533757759,9.279967785,10.21174326,8.936348918,9.305728067,8.936531377,9.302229644,8.611694541,9.102732084,9.889860215,10.47013313,9.357046415,8.003159505
FAM189A2,6.986452937,4.047407313,4.645031324,3.47249108,4.552503197,6.236302322,5.428516519,6.358297063,6.895847613,6.052127176,8.28737114,7.246069032,5.796964854
RBFOX2,7.956522822,8.779290368,7.18948005,8.547697619,7.14062877,7.996793046,7.816244623,8.821207725,8.167686599,6.141423627,6.058738361,5.729148753,6.513983831
ASAH1,13.0486237,12.67385916,13.06773694,12.47096443,12.90114235,13.22668839,12.55803146,12.16891614,12.53947712,12.02577104,11.33617623,11.12144012,11.47185356
BGN,6.901118042,6.928310809,6.931701735,7.65371,10.14571899,7.336468396,8.08646337,6.304951302,3.868114869,5.167527393,8.412204726,8.072265728,6.656479845
MYBL1,7.415798932,3.161093754,6.178258073,6.680760273,5.85675155,5.690443586,6.317583085,5.77633577,4.022116965,4.795945843,3.178053542,4.194401121,3.251838437
IGFBP7,2.244403841,2.244403841,2.451860629,2.244403841,2.244403841,2.244403841,2.418454724,2.240090673,2.244403841,3.883951066,5.786669688,5.637397413,2.244403841
TBC1D30,6.038560971,6.67566754,5.818324407,6.857135981,6.498432136,6.347721511,7.839591806,7.615405036,7.332723801,6.763043236,6.321366299,7.307613609,6.283030044
TBC1D30,7.148561992,7.953758607,7.8515622,7.869426194,7.503761313,7.608257244,8.945025175,8.770111996,8.310390896,8.512851212,8.071772302,9.429541017,7.959039593
NKG7,5.529433809,4.338306831,3.201723627,2.955264484,2.606484018,2.604685097,4.217587027,3.43865322,2.701210484,2.604685097,2.240090673,2.604685097,2.604685097
TTBK2,8.837910361,8.990428855,8.944912264,9.088214662,7.778577375,8.643628334,8.176602133,8.134755821,8.33188859,8.527688388,8.477549831,8.912034829,9.354798329
RAP2B,9.611248319,8.782196849,9.104648871,9.12186519,8.644240855,7.768636225,7.722975707,7.307566082,7.224273978,7.722975707,6.80824314,7.062783517,7.464414918
GNAL,10.41873545,11.66312261,11.08834049,11.53046578,11.11333494,11.77385552,11.07468285,11.10435687,11.31543641,11.00306441,10.41792469,10.22592589,11.27589517
C1orf95,5.484490102,4.721163677,4.721163677,5.213265362,8.226103381,7.082627428,5.602350823,5.929437608,6.832814936,6.340642804,6.302012746,6.815540154,4.925226644
MAP3K9,6.840215271,7.415818064,7.389810317,7.142286872,6.312747655,8.021598401,7.126212001,7.329854051,7.142438363,6.577612351,7.703165079,7.401351951,7.795742129
EXPH5,3.424433623,3.191768462,3.110039146,3.110039146,3.178392605,3.474947177,5.099056916,6.634697484,5.928167012,7.505316716,5.873765281,7.160049562,5.916817338
PTGER3,2.303871439,2.303871439,2.303871439,2.37249035,2.33949336,2.317101849,2.509276528,2.303871439,2.621078514,3.921817076,7.122271608,3.113056026,2.472549984
ZNF23,9.063849388,8.196657064,9.282319342,8.454587598,9.671101063,7.988453592,8.895640033,8.628066048,7.665024903,8.111325925,8.769614174,9.004985945,9.227294495
ABHD5,4.963069899,5.453770242,5.572513257,5.168342071,5.174311994,6.039257862,5.20629884,4.895870344,5.239410432,5.17528232,6.220820926,5.594587718,4.660828266
FTSJ1,5.244503118,6.06460797,4.249197067,5.220104494,5.515906763,6.191976566,4.743297147,4.777564785,5.193030662,3.734342867,4.384116174,4.421805462,2.844173421
ERC2,9.332722252,10.13699419,9.279662983,9.607289841,8.084734931,9.295087908,9.573325863,10.33813937,8.763430193,9.446065835,7.752225037,8.825662351,8.877734652
RUFY3,11.8857754,11.817636,12.6285203,12.53420277,12.14549515,11.4232426,11.77833466,11.48580097,11.99825322,12.24012012,12.53462649,12.99271515,12.66940916
FNBP1,8.677140041,6.696615675,6.710203248,6.365802773,8.652729959,9.458517966,8.555779748,7.562581405,8.597794507,8.549389351,8.757194344,9.409563183,9.030600955
TWIST1,5.354565535,5.279083493,5.984805336,6.323155126,7.636910757,5.588293243,5.588293243,5.588293243,5.958040884,8.424927899,8.362037333,10.60585569,8.600073834
OBSL1,8.320954705,9.411662232,9.856339809,9.192655024,6.938051723,8.683382749,7.9364804,8.736514145,8.120252319,8.799005967,7.722133649,7.674909431,8.848995698
NUP210,5.434217152,6.024420137,6.793185236,6.170202761,6.428158931,6.357429171,6.404971355,5.434217152,5.886440043,5.796801924,6.308705077,5.852978611,6.077017902
CADM3,10.72947271,10.26060917,11.1730004,9.662432131,8.614966665,9.976532602,9.274605249,8.718121893,8.862872325,8.569312536,9.175529337,7.860177551,8.346756185
PSMC3IP,5.958754931,5.901942422,7.163847227,7.288105423,6.008094513,5.987642414,6.739513153,6.507063407,5.968474932,6.659498975,5.679797041,6.067733406,6.290129687
FAM169A,10.08577093,10.74454012,11.07192414,10.63040096,9.004000317,9.40753864,10.96837008,10.63040096,10.08778852,10.42181884,10.22739434,10.23801207,10.78100096
CEP350,8.482837257,8.0922313,8.626419556,7.354332793,7.512412499,7.677646188,8.069118161,6.902721364,8.355658975,8.473323311,9.334135689,8.843121571,9.923907634
RPGRIP1L,8.446530365,8.758189143,9.110600341,8.712283849,7.946848416,8.46407835,8.890588768,9.004737582,8.16908914,8.059968352,6.046175616,6.972732813,7.419064711
NTRK3,5.761893073,3.710016774,3.270757782,4.86718108,4.31789799,4.367862715,5.857546575,2.826470783,3.94133443,6.417491825,2.936152177,7.146693614,4.094753738
TAF6L,3.334016477,3.119718349,3.119718349,3.334016477,3.119718349,4.028742439,4.844763235,4.814495549,3.334016477,3.150804166,3.119718349,3.119718349,2.771904516
LOC100505761,2.333843556,2.240090673,2.255717373,2.240090673,2.240090673,2.355769326,2.355769326,3.372728081,2.334644189,2.532486044,2.326415016,2.781666088,2.270079649
CHD5,4.733866149,4.733638059,6.589939605,5.380536425,5.979206963,6.85118369,7.628897052,7.272517514,7.041872548,8.265869152,9.631898555,8.655191167,8.301437544
RALYL,10.46145835,5.213003145,10.63489199,9.447166943,4.432508113,3.25214626,9.426687434,9.673427589,9.282132705,9.176441873,7.477704421,7.566746805,8.331890377
RABL3,8.184576694,8.900671266,8.766535363,8.549268452,7.867852443,8.192003468,8.039753228,8.291468008,8.221259344,8.190687431,7.325704252,6.370362125,7.061481997
ADAMTSL3,2.240090673,5.238718283,2.240090673,2.240090673,4.305274904,3.810263823,2.394791979,2.240090673,2.240090673,2.276639762,2.240802273,2.260860967,2.240090673
LYZ,10.94266924,8.582339631,6.744769857,8.040113519,10.85739825,7.116578728,7.506513263,7.051967952,3.538179195,4.998272093,4.910538759,3.487345032,6.785784548
RABGAP1L,11.39878877,8.72949566,9.437686782,9.449514393,7.828771235,9.216200695,9.556170504,10.3155108,10.04339016,10.3357358,9.192735382,9.561421457,9.329572287
PDS5A,6.84418512,6.208470999,4.317775437,6.414820262,5.135898018,6.415246468,6.05782531,6.033542705,6.429083299,5.646673579,5.331002993,4.787723678,5.599611179
PDS5A,6.584904444,5.654628135,6.421945272,6.071491139,5.303436179,5.917425998,6.139010923,5.776486353,6.112759898,6.264421172,5.621240204,5.951223798,5.941338272
SAT1,10.28317845,9.391572224,8.935259136,9.788114595,10.78796455,8.473883775,9.066051367,7.961315195,10.78316781,10.56369229,11.86007444,12.69222212,11.76443566
SETD4,6.09131573,6.777787086,6.210699534,6.243775447,4.161381014,6.926662958,5.804499626,5.022731222,5.689688315,5.753941993,4.79256039,3.629298007,5.388853324
PAK7,5.332127382,5.912096666,3.84348985,5.216886264,3.597486763,4.818652849,5.876279112,5.414801008,5.652048693,5.567845299,4.963651041,4.901836417,4.960014038
COL4A6,2.401342959,3.57814728,2.292722754,3.551379118,5.234786541,2.401342959,5.068006395,2.401342959,8.162522166,7.404954172,7.064837958,8.530067336,8.638031108
SPON1,2.266298971,2.266298971,2.240090673,3.376069465,2.777664257,2.777664257,2.240090673,2.240090673,3.698851072,5.770372701,3.410547253,5.256689864,5.089113956
SPON1,2.240090673,4.098162263,2.240090673,4.295824217,4.857487078,4.811128397,2.240090673,2.243608265,4.836349647,6.897451837,5.087829607,6.311991367,7.585552737
ATP5S,10.096164,10.2298911,9.822349611,10.11218689,8.575034634,9.780123774,9.559534716,9.718593725,9.363735008,8.906438327,8.458818515,7.963557065,7.761469519
YPEL1,5.682144346,7.138728421,5.593457137,6.791868485,6.572802727,5.792607598,5.321547222,5.593457137,6.050841586,5.053540346,3.811205272,4.443267367,5.053540346
DDX17,9.152632231,7.905060139,9.347176923,8.068887448,9.264626283,7.293382507,10.12920725,8.880042278,7.696852245,8.78381747,10.53696287,11.78906761,12.58426368
VGLL4,7.731838345,8.14342957,8.631536793,7.977355573,8.232123724,7.137353307,8.147464973,7.788091279,8.647209872,9.159106657,9.566548967,9.709591291,9.095868943
GGCX,8.063253945,8.46996528,8.774568507,8.565474353,8.484854275,8.608677923,8.884834901,8.69460737,8.70894092,8.775857365,8.803285995,7.378876582,6.544053436
GGCX,6.485590468,6.619220551,5.673393581,6.197135529,5.795169856,7.073354313,6.687885251,7.401224198,6.721947173,5.99470707,5.668306733,4.516596231,3.853689669
TWF1,8.188833066,8.229027878,8.003287699,7.468905448,6.261110616,7.882452534,7.571790574,7.266681904,7.832208108,7.337898423,7.145509712,5.419857364,7.366734187
NOP16,8.444677584,8.427290481,7.696386694,8.275058401,7.764851025,8.601684995,7.455731214,8.683329718,7.540487928,7.160507026,8.361529463,5.891621754,5.360289878
ERAP1,4.712901615,6.66885673,6.433857401,7.840999044,7.408108208,7.808594618,6.704954184,7.522293921,5.23816511,7.762424782,5.497932074,5.718169993,7.138710417
SFPQ,8.666723177,8.676220734,11.18954585,8.717726608,10.021937,8.516362836,9.668382855,9.529574878,9.550830773,11.02375599,12.92169254,13.12241841,11.5329497
ITGB5,2.320845602,2.300231177,2.240090673,2.320845602,3.341138889,2.297166295,2.291383309,2.240090673,2.451232369,2.482514997,2.938079604,3.202382412,2.320845602
IFITM1,8.935948377,8.474494041,8.32178568,9.13897654,10.31509464,8.266169537,9.116764726,8.381702186,7.892925204,8.916534017,9.49619356,9.59925837,10.31198367
TUBB2B,5.003973366,8.137972998,4.135577269,7.143356661,8.354594165,7.581001212,7.54955838,6.605324563,8.678338953,9.595931135,10.68861238,9.869913715,9.262690462
CRYBG3,4.355894215,4.95927605,5.561345532,6.171640615,8.118891825,4.911151002,4.801704451,5.558620236,7.22356596,8.453509405,7.03571637,8.088889233,7.416104458
ABCC6,4.794557436,6.855902741,6.115373124,6.145283094,5.341133823,4.486231924,4.217760789,3.837612464,5.115715514,4.636378405,3.865049702,5.331036409,4.73871382
LOC399491,9.605741173,9.403247587,11.42352746,9.603422525,10.10410631,9.832845968,10.64332611,10.42447813,9.847834651,10.37428841,11.63578703,11.91386658,11.72818106
EFNA5,7.219267055,8.957109029,7.271516481,8.337190332,7.905350782,7.429972584,7.473901662,8.127497094,7.643762506,7.003668431,7.620563483,6.695179497,7.48891309
CCL8,9.661838684,3.094984229,3.094984229,2.464366274,3.960044236,3.400219574,2.843174826,3.094984229,2.464366274,2.782577499,3.900091848,7.132439993,3.646980649
LAPTM4B,11.57626188,12.79606386,12.39954426,12.61412349,12.36848611,13.11195096,11.95093672,11.04612251,12.14279831,11.31030948,12.01022388,10.82348607,10.92462525
GSN,3.928771508,3.68029776,2.677722181,4.789246394,6.520801352,3.229658037,4.551866246,3.823734694,3.928771508,2.658141142,3.928771508,2.810859502,4.379504302
RPL37A,9.048616844,8.593089963,9.623871716,8.569617578,8.961592609,8.640637974,8.743556779,8.3213386,8.608444325,10.81017052,9.901987528,9.718522972,9.457345214
RPL22,10.40644473,11.58501749,11.38374699,11.98443923,11.71200036,10.79512629,11.23038651,11.82025136,11.76759099,11.03124392,10.87535323,10.44592581,11.65206607
PTPRD,2.240090673,3.720957183,7.00633846,5.11641798,6.636770029,2.287773672,7.105331291,4.249487914,6.61648998,6.543575121,6.676356797,8.026055111,6.720772222
RYR2,7.155570906,6.916949586,7.650257281,7.272958277,6.605247192,7.180239774,5.876498957,6.278613689,4.713874571,4.712805187,4.796115115,3.97481941,5.296833589
LIAS,9.068046954,8.844770195,7.73804643,9.130535935,7.668694079,8.373474713,8.6286784,9.099887407,8.47697643,6.655663077,4.999642556,6.290579295,8.196036402
FUT9,6.712067493,2.927884645,4.525036111,3.987766019,6.649711483,6.714630652,2.598604732,2.240090673,4.926830509,4.463850689,2.279674292,3.451721282,4.463850689
MBD4,5.291602794,4.59620592,5.439945739,4.074947041,4.866328544,4.413752185,5.748455595,5.316763478,4.074947041,4.762408676,5.827806372,7.283904281,6.507537435
TMSB15B,2.772850103,4.404915701,5.131910457,5.613344019,7.017927462,3.342326822,4.681840343,2.541539499,6.488427044,6.620651333,3.911776614,5.150422365,3.275550804
PRRC2C,3.997600802,3.997600802,4.837973369,3.997600802,3.847530391,4.139954393,3.76635427,3.997600802,3.997600802,3.997600802,6.580313399,5.560133477,4.147852778
ERBB4,2.240090673,2.753457254,3.596627957,4.56228878,2.518440193,7.259365575,6.416843717,7.847244679,7.002669809,7.033787851,4.156452729,5.673713086,6.547899111
PRRC2C,10.02592058,9.376705312,10.68678056,9.276226498,9.871375374,9.584690914,9.618752691,9.019705816,9.907966396,10.52222821,12.62406533,12.18444199,11.06676992
MCL1,5.066070621,3.667334388,4.015350193,3.835013199,3.667334388,3.667334388,3.515499927,3.499404854,3.357361929,4.682118555,5.854920103,4.19028179,3.499404854
MCL1,5.183259988,4.800385554,5.218922168,4.907609945,4.800385554,4.800385554,4.705134326,4.800385554,4.486647779,4.818834078,6.669027787,5.257791086,4.812468156
IFI44,2.273524686,2.250632186,4.415147889,2.265828842,2.265828842,2.250632186,3.983231668,7.427926982,2.465115674,2.51463682,2.365007928,5.214068556,4.037586726
SSBP1,4.268200132,3.173933833,4.296264363,3.173933833,4.31569737,3.173933833,3.803348229,4.100550769,3.113859683,3.287675097,4.748872954,6.644930258,4.254641775
WDR67,7.098705378,8.075162939,7.585939465,8.111234345,7.846689432,6.705564357,6.963633954,6.432835379,6.671543252,5.351882662,3.881733376,6.162089316,6.698357062
TF,4.11264256,5.282428205,4.11264256,5.341451196,7.852637544,3.764869317,4.296264361,4.001169758,7.842878668,7.525965224,5.550330688,7.572828441,7.223530776
NPR2,7.708765535,6.262672118,6.96634236,6.46254909,7.166960985,6.869690909,6.737362691,6.955022135,6.049710005,6.047543167,6.081074961,6.048384554,6.192856255
GNAL,9.609784721,10.95447162,11.21112604,10.94301879,10.16298737,11.09865749,10.54195435,10.21657831,10.82100239,10.94581847,9.90533428,10.07015473,10.91592547
CTTN,5.492933786,6.470674719,6.591263915,6.456210294,5.400949853,7.394878717,6.579368589,6.84876542,8.127191633,7.504262966,8.006353549,6.389108088,7.687397912
CTTN,6.215741243,6.571308258,5.547288671,6.475880962,5.982864076,6.960105059,7.128374971,6.592809547,7.957725487,5.911557504,7.55496627,5.872853906,7.553814299
NENF,8.388785252,8.798989733,9.162663111,8.908621105,7.531081871,8.081877324,7.707040396,6.814493832,8.698363497,8.688906206,8.404073886,7.709336586,8.525474333
MEIS3P1,8.632137141,9.115363921,9.902249967,9.034825667,8.734669758,7.293040806,8.703106835,7.816795863,9.200876883,8.320749687,8.153010225,8.146353559,8.752649379
DHRS2,2.355776743,2.455310779,2.431894764,3.226427219,2.389384616,2.455310779,3.203293341,2.432613431,6.148891079,3.203293341,5.052385632,4.427762346,2.355776743
PRKCSH,6.778776558,8.316261348,8.836166523,7.902662237,7.846684149,8.636381613,7.503483969,7.922847393,7.503483969,7.503483969,7.99428363,7.503483969,6.676379391
PLXDC1,4.028513384,3.418788334,4.524448784,4.289539553,6.361218058,5.67845003,4.514838416,4.8044495,2.794178949,2.794178949,2.794178949,2.795219329,2.240090673
CA5B,4.425541908,3.663910524,3.73082451,4.387042008,3.73082451,5.343637783,3.697953991,3.599131534,3.599131534,3.953214923,3.256142777,3.546554423,3.546554423
GLIPR1,8.577237353,7.401574652,5.442516556,7.178049152,6.766716057,6.359549519,6.061294476,6.278686186,6.959184718,5.620727305,7.064871857,6.547041666,5.876662083
MYBPC1,9.408373861,2.240090673,2.245419032,2.240090673,2.240090673,2.35295538,2.240090673,2.240090673,2.240090673,3.009515174,2.240090673,2.240090673,2.240090673
GPX3,10.02900623,9.609751007,11.71254183,10.93208308,8.586559223,11.80844208,11.37724291,11.35944661,11.83284678,10.89116612,11.25483999,11.02213091,11.50422482
FUBP1,8.039522074,9.359283713,8.870373001,8.941678939,8.751420752,7.854897187,8.869460165,8.763028293,8.032311675,8.968189575,10.13246244,10.51158064,10.42630997
SHMT2,8.875646012,7.317763546,8.707606045,7.822748833,8.324065866,8.985843891,7.831920187,7.975220673,8.59155483,8.496938237,8.475124801,7.568398168,8.315393726
RPS21,9.530568078,7.859408256,7.404241064,7.778065964,8.388921733,7.905606951,8.293223942,7.567717188,8.36551548,7.773261903,7.639733616,7.600566668,8.25832216
KIAA1107,6.056097518,8.134599026,8.330814464,8.053092295,7.247235976,6.717217251,7.841929633,8.058784036,8.602593319,8.909827798,7.581310268,8.285759617,7.838670129
PDE4DIP,6.173592405,5.245065148,5.758891631,6.417644981,4.424231069,6.526359309,5.811628207,7.233835275,6.784873165,6.014788557,5.758891631,6.117446103,7.089753306
NSUN5P1,7.67317102,7.162117239,8.29399494,7.057560097,7.931007531,7.146497069,7.639965341,8.305888132,7.63662281,7.863970376,8.669140171,8.497191937,8.460550403
NPEPPS,6.68189096,7.302657359,5.232075946,7.04481629,6.335244617,6.471986856,6.892476174,6.68189096,6.861116412,5.995076393,4.621026828,5.285392947,7.057837026
ARAP2,3.202650553,5.236842811,5.007676653,4.914152534,4.578011224,4.385342025,4.594927559,3.698145427,5.127820215,4.865370922,7.621161635,6.572030176,4.004820677
GPR161,4.855687743,5.01432223,4.457468227,5.338064543,6.174704313,5.420728714,5.008573212,4.010641991,7.074066471,5.461915614,6.603619972,5.229199468,4.943872286
GMDS,5.839468382,5.769112496,5.948070772,6.007502406,6.015523497,6.627553288,6.367536787,6.868930218,6.292308878,6.187045612,5.954985601,5.879379482,5.879379482
LOC440434,7.272692919,7.638861137,6.920811849,7.483912667,7.7000609,7.341103913,7.866014764,7.972829637,8.014692061,7.271640517,8.271766317,9.381750386,8.949989887
MAX,4.578696546,2.990650335,2.473642461,2.473642461,2.473642461,5.459779081,2.473642461,3.088303927,2.511682897,2.467763715,2.473642461,2.329358009,2.473642461
LRBA,8.530129078,8.201478824,9.596237438,8.705528405,7.247300693,8.789065531,8.92494007,9.18253134,8.996146964,8.772885569,9.079328708,8.134711768,8.60746093
OPCML,3.480770666,4.155143356,2.61321696,5.149196863,4.112603807,8.403272396,4.702213114,3.965064092,7.715364005,7.477504485,5.413258207,7.170050999,4.705888189
RBM8A,10.86714115,10.538809,9.668805756,10.37372576,9.445251153,10.00322501,9.797867125,10.23037179,9.782808801,9.404098381,9.268107489,8.638397751,8.555081585
BTD,7.675651706,7.456198164,7.583696411,6.768107521,8.292292292,7.233005696,6.418856652,5.996771096,5.474280224,4.629348181,3.656640331,3.656640331,4.562403302
BTD,7.765145976,7.461538304,6.657272901,6.882156283,7.989801574,7.260665912,6.657272901,6.88267434,6.140880896,4.559544398,4.832932074,4.287246191,4.854023049
RFPL1-AS1,7.913180279,7.605737925,8.732960751,8.050908226,7.095275505,2.578933012,8.046503127,7.709253532,6.395517859,6.965662118,5.951790357,6.318536978,6.096336481
PDLIM7,5.156628869,6.086540143,5.59392603,6.121470523,4.376648146,3.27596083,5.087418548,5.470897516,5.156628869,4.746865667,5.929753972,4.7949541,3.283608318
NOP14-AS1,2.438087005,2.863611758,3.972456774,2.863611758,2.863611758,3.352758195,2.863611758,3.684962958,2.863611758,3.368793584,4.41218007,2.863611758,2.863910894
FGFR1OP,7.332890932,6.989093952,8.067767335,7.419145823,7.081178944,6.67401494,7.208545484,7.104758167,6.869573556,7.996579051,7.849091704,8.672132788,8.201390047
PDE4DIP,8.705760057,7.824967167,8.591973175,8.822503443,6.702945464,9.213174896,9.120772115,9.284840634,9.510564695,8.668022026,8.343627156,8.347914782,8.970087232
PDE4DIP,6.865631393,6.740506543,5.883682729,7.384243095,4.307917728,7.863579687,7.302947803,7.342450305,7.814908633,6.620678957,5.861944568,5.83494733,7.555854289
TXLNG2P,2.488889978,2.488889978,7.98924409,2.505140045,2.450105018,2.391814914,6.116678787,2.488889978,3.369789458,4.96011247,2.488889978,9.652577521,8.548774218
ATP5C1,3.693999429,2.499323536,3.92339931,2.711671962,4.148744052,2.499323536,4.744645365,4.514177926,2.895047875,3.228517538,6.185843861,8.25998831,7.71564927
ZNF79,4.237294643,4.845513545,4.386668439,5.573777808,4.780850717,5.820956678,4.433343566,5.179511827,3.842360312,3.950319546,3.950319546,3.123459078,4.237294643
SLC25A16,5.80162872,4.846170517,5.772863561,4.682570931,5.339613925,5.068370833,4.846170517,4.627877868,4.719328152,5.417715478,5.146935917,5.592474651,5.796790534
POLR2D,5.410487748,6.722425767,6.623094826,6.798785803,5.594597134,5.45032341,5.757805064,4.859617422,6.297653929,6.016251061,5.02022614,5.603971978,6.600449869
SPTB,4.106344924,3.58921505,4.187656158,4.671050951,5.026264576,5.044409216,5.321548466,5.073674478,5.999836754,5.424296253,5.727704865,5.354417976,5.321548466
PPBP,10.31548116,8.284760361,2.674178792,7.901417498,6.023481569,3.793520238,3.052595362,4.919953394,2.617464211,2.913916607,2.297441997,2.240090673,2.549712764
HEATR8,2.604950812,2.800429074,4.831701518,2.517217679,2.800429074,2.4897292,4.031664259,3.286501375,2.800429074,2.800429074,3.098818902,6.73034296,4.305535485
LOC100507424,3.922640211,3.843838852,3.849503566,3.520066143,3.843838852,3.843838852,4.836342445,4.388276174,3.561752913,3.843838852,3.843838852,5.801961195,3.851290806
ATP6V0E1,8.588327911,9.081794049,9.904430267,8.876339377,8.173709715,8.824931772,9.158780498,8.982856814,8.536934973,10.29864746,10.34029274,9.604857825,9.681121434
ELOVL5,2.779473266,2.779473266,2.779473266,2.763004017,2.779473266,2.779473266,2.779473266,2.650608143,2.779473266,2.78014613,4.032980845,6.083453689,3.727638625
LARP4,6.535448464,6.486597095,6.37519604,6.615498639,5.469239712,6.603480851,6.177299269,5.939647241,5.166401414,5.992561521,4.990333146,5.168141899,5.041186227
MYRIP,8.647468007,6.807192653,7.377189784,7.850622568,7.928691127,9.683831451,8.922050425,7.132114979,7.363302148,8.522417415,6.667739505,5.466196209,7.240742083
GNAS,12.97756253,11.87554795,11.93680079,12.54337053,14.22389153,13.20938209,13.28370879,13.18322029,12.97683053,12.2973703,12.85492073,12.64434468,12.74648199
LOC284244,2.259650038,3.165794508,2.408124032,3.19414091,4.574239359,2.992189337,2.35079821,3.216462729,4.10846176,4.01981463,2.992189337,3.263551699,4.330629499
CA12,3.161894751,6.000232072,2.710726495,4.901918538,4.24619176,3.730468554,5.527735588,3.960976341,6.716711193,7.081904461,5.412273029,6.272797384,7.325428481
SUN1,5.260772803,3.528203474,4.377984229,3.512512775,3.528203474,5.451244341,4.103252443,4.800971231,5.713466316,4.536113926,5.716905242,5.5092152,4.395492921
